관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
거차뻘배체험마을,관광지,전라남도 순천시 별량면 거차길 130,전라남도 순천시 별량면 마산리 566-1,34.8375993,127.4474457,495868,화장실+ 샤워장+ 뻘배체험장,민박3개,,캠핑장,,매점,2013-04-20,300,50,"거차뻘배 체험장은 2헥타르(ha)의 넓은 공유수면에서 뻘배타기,  꼬막캐기, 칠게잡기, 짱뚱어잡기, 갯벌미끄럼틀타기 등 다양한 갯벌생태체험을 할 수 있는 곳이다.",061-742-8837,전라남도 순천시청 별량면,2023-07-26,4820000,전라남도 순천시
낙안민속자연휴양림,관광지,전라남도 순천시 낙안면 민속마을길 1600,전라남도 순천시 낙안면 동내리 산3-1,34.91226789,127.3523884,2860000,화장실+ 취사장+ 샤워장+ 민속놀이체험장+ 숲체험교실,객실 15개+ 야영장 17개,,,,,2004-02-09,300,50,"낙안읍성과 주변 경관이 수려해 휴식 공간으로는 최적지일 뿐만 아니라 인근에 송광사, 선암사 같은 전통 고찰과 서산의 저녁 노을을 함께 즐길 수 있는 주암호, 상사호가 있으며, 순천만의 갈대와 해변, 순천만 국가정원, 드라마세트장, 고인돌 공원 그리고 낙안읍성 민속마을의 각종 문화 축제를 즐길 수 있는 관광 명소들이 많아 사계절 이용이 가능",061-754-4400,전라남도 순천시청 낙안면,2023-07-26,4820000,전라남도 순천시
신정호국민관광지,관광지,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77152141,126.9839152,271169,관리사무소+화장실+주차장+변전실,,,,,,1971-05-20,2000,670,신정호는 담수면적이 92ha이며 농업용수 공급을 목적으로 1926년에 만들어진 인공호수이다.,041-540-8725,충청남도 아산시청,2023-07-21,4520000,충청남도 아산시
아산온천관광지,관광지,충청남도 아산시 송악면 도송로632번길 138,충청남도 아산시 음봉면 신수리 292-6,36.69884759,126.9666069,844000,"관리사무소+,화장실+,주차장+일반광장",,,,,,1991-03-15,1500,350,"1987년에 발견되어, 1991년에 관광지로 지정된 아산온천은 2001년 테마 온천 시설인 아산스파비스가 개장된 이후로 인기가 높다. 약알칼리성 온천으로 20여종의 인체에 유익한 성분이 다량 함유되어 있다.",041-540-2822,충청남도 아산시청,2023-07-21,4520000,충청남도 아산시
포로수용소유적공원,관광지,경상남도 거제시 계룡로 61,경상남도 거제시 고현동 362,34.87637998,128.625371,79000,화장실,N,아바타포,전시실,안내소,,1998-03-20,2000,100,한국전쟁 당시 거제도는 고립된 천연의 수용소로 아픈 한국 현대사의 상처가 남아 있는 곳이다.,055-639-0625,경상남도 거제시 거제해양관광개발공사,2023-09-05,5370000,경상남도 거제시
거제해금강,관광지,,경상남도 거제시 남부면 갈곶리 산 1,34.7326625800,128.683858,102000,없음,N,N,N,N,,1971-01-01,0,0,자연경관이 빼어나 1971년 명승제2호로 지정됨，수억 년 파도와 바람에 씻긴 형상이 갖가지 모습을 연출한다.,055-639-3404,경상남도 거제시청,2023-09-05,5370000,경상남도 거제시
외도,관광지,경남 거제시 일운면 외도길 17,경상남도 거제시 일운면 와현리 산 109,34.769507,128.7129368040,139463,화장실,N,N,전시실,안내소,,1995-04-15,2000,0,개인 소유 섬으로 거제의 대표적인 관광지이다.,055-681-4541,경상남도 거제시청,2023-09-05,5370000,경상남도 거제시
공곶이,관광지,,경상남도 거제시 일운면 와현리 87,34.7945149551,128.7139060068,121521,없음,N,N,N,N,,2009-04-15,1000,50,지형이 궁둥이처럼 튀어나왔다고 해서 공곶이라고 불리며，수선화와 동백나무 등 50여 종의 나무와 꽃이 심겨 있다,055-639-4183,경상남도 거제시청,2023-09-05,5370000,경상남도 거제시
김영삼전대통령생가기록전시관,관광지,경상남도 거제시 장목면 옥포대첩로 743,경상남도 거제시 장목면 외포리 1371,34.931413,128.715439,8420,화장실,N,N,N,안내소,,2010-06-01,500,15,거산 김영상대통령의 정치적 삶과 민주주의 사상을 널리 알리고 계승하기 위하여 개관,055-639-8290,경상남도 거제시 거제해양관광개발공사,2023-09-05,5370000,경상남도 거제시
문동휴양지,관광지,,경상남도 거제시 문동동 산 8,34.8564826636,128.6628354092,7421.58,화장실,N,N,N,N,,1999-05-20,250,50,문동폭포와 함께 우그러진 숲，시원한 바람을 느낄 수 있는 도심 속 휴양지이다,055-639-4183,경상남도 거제시청,2023-09-05,5370000,경상남도 거제시
바람의언덕,관광지,,경상남도 거제시 남부면 갈곶리 산14-47,34.7440158330,128.6632698542,84953.21,화장실,N,N,N,N,,2002-10-01,3000,150,영화의 제목처럼 불리는 언덕으로 실제 많은 드라마 속 배경으로 유명해졌다. 마무 계단으로 연결된 산책로를 따라 언덕을 오르면 몸을 가누기 힘들 정도의 바람이 마치 힘겨루기 하듯 불어온다. 정상 부근 벤치에 앉으면 지중해의 경치가 부럽지 않은 우리 국토의 또 다른 아름다움이 눈앞으로 펼쳐진다.,055-639-4183,경상남도 거제시청,2023-09-05,5370000,경상남도 거제시
우제봉전망대,관광지,,경남 거제시 남부면 갈곶리 산2-16,34.732023,128.673563,220114.15,없음,N,N,N,N,,1994-02-01,1000,200,한려해상국립공원을 한눈에 볼 수 있는 전망대로 해발 107m에 위치해 있다. 정면으로는 거제 해금강이 보여 멋진비경을 자랑한다,055-639-4793,경상남도 거제시청,2023-09-05,5370000,경상남도 거제시
간현관광지,관광지,강원도 원주시 지정면 소금산길 26,강원도 원주시 지정면 간현리 1056-5,37.36489327,127.832544,364644,관리사무소+주차장+화장실+샤워장,민박+모텔,풋살장+족구장,야영장+공연장+수련원,,,1984-05-02,50000,268,섬강과 삼산천 강물이 합수되는 지점에 위치하고 있어 빼어난 자연경관과 소금산 등반 등을 할 수 있음,033-737-4765,강원도 원주시청,2022-11-23,4191000,강원특별자치도 원주시
봉두산,관광지,전라남도 곡성군 죽곡면 태안로 622-215,전라남도 곡성군 죽곡면 원달리 산 18-1,35.13195828,127.3863807,17,주차장,,,,,,2021-09-01,1000,9,"천년사찰 구산선문 태안사 품은 명산.지형도에는 봉두산이라 표기돼 있지만, 이 산 안에 깃든 태안사 일주문 현액에는 桐裏山(동리산) 泰安寺(태안사) 라 되어 있다. 산이름이 언제 바뀌었는지는 몰라도 두 이름에 연관이 전혀 없는 것은 아니다. 봉황이 서식하는 나무가 오동나무이고 태안사가 자리잡은 곳을 둘러싼 주변 산세가 오동나무 줄기 속처럼 아늑해서 동리산이라 불렀으며 둘러싼 주변 산세의 최고점을 봉황의 머리 즉 봉두산이라 불렀을 가능성이 없지 않다. 봉두산 주변에는 곡성 특유의 내륙산지를 이루고 있어 정상에 올라서면 순천쪽 황학리의 작은 들판을 제외하고 주변 조망이 온통 산뿐이다. 남서쪽으로 삼산과 희야산 능선 넘어로 모후산이 오똑하고 북서쪽으로는 통명산 넘어 무등산까지 시야가 트인다. 동쪽으로는 둥주리봉과 자라봉, 그리고 지리산이 장막을 치고 있다. 이러한 내륙산지 조망이 산행의 맛으로는 제일이지만 봉두산은 태안사 여행에 초점을 맞추어도 좋을 산이다. 곡성~구례 간 17번 국도 상 압록(보성강이 섬진강에 합류하는 곳)에서 18번 국도쪽(서쪽)으로 방향을 틀면 마치 히말라야의 한 거대한 협곡에 들어선 듯한 기분이 들고 약 4km정도 강변 도로를 따라 산모퉁이를 돌아들면 태안사로 드는 다리가 나온다. 이 다리를 건너 약 5km 가면 태안사 입구에 닿는데, 강변을 따라 난 도로에 차량통행도 뜸해 드라이브코스로도 일품이다. 장승 한 쌍과 거대한 느티나무가 서 있는 입구서부터 다시 협곡을 비집고 낸 비포장길을 따라 들어서면 자유교 넘어 주차장이 마련돼 있다. 여기에 차를 놓고 정심교, 반야교, 해탈교를 건너 능파각에 이르는 길은 호젓하기 그지없고, 봄이면 벚꽃이 터널을 이룬다. 능파각은 계곡에 걸쳐 지은 고색창연한 다리겸 정자다. 경찰충혼탑이 나오면 태안사는 바로 그 위 넓은 터에 자리잡고 있다.",061-360-8780,전라남도 곡성군청 산림과,2023-08-01,4860000,전라남도 곡성군
설산,관광지,,전라남도 곡성군 옥과면 설옥리 산 256-1,35.29950593,127.1025224,6,주차장,,,,,,2021-09-01,2000,34,해발 522.6m의 설산은 산 정상의 햐얀 규암이 멀리서 바라보면 눈처럼 하얗게 보여 설산(雪山)이라 불리어 지고 괘일봉에 걸린 눈부신 황혼은 곡성 8경에 속한다. 설옥리 목동마을을 지나 임도를 따라 10여분 정도 올라가면 설산 수도암이 품안에 아담하게 들어 앉아 있다. 설산 수도암은 신라시대 설두화상이 수도한 곳으로 전해지며 그 당시 건물은 없었고 1928년 임공덕보살이 창건한 건물이 지금까지 전해오고 있는 작은 암자이다. 수도암 앞 마당에는 지방문화재 자료 제84호로 지정된 잣나무가 있는데 잣나무는 수령이 200년 정도 된다고 한다. 설산을 오르면 수도암 뒷편 산길을 따라 20분 오르다 보면 커다란 두개의 바위가 수문장처럼 좌우로 나란히 서 있고 그 사이를 약간 내려가면 헬기장과 야묏동이 나타난다. 등산코스로 잘 알려진 설산은 헬기장에서 조금 올라 설산 정상에 이르면 책을 층층히 쌓아 놓은 것 같은 맞은편의 괘일산 기암괴석이 웅장하게 한눈에 들어오고 옥과방면의 올망졸망한 산들이 마치 군대에서 일열로 도열해 있는 듯하며 담야쪽을 바라다보면 날씨가 좋을 때는 멀리 광주 무등산까지 보이며 전북 순창군 풍산면 전체가 내려다 보이는 설산은 사시사철 소풍객과 등산객의 발길이 끊이지 않고 있다.,061-360-8780,전라남도 곡성군청 산림과,2023-08-01,4860000,전라남도 곡성군
명승 거창 수승대,관광지,경상남도 거창군 위천면 은하리길 2,경상남도 거창군 위천면 황산리 750-3,35.760923,127.8336763,297679,관리사무소+취사장+화장실+관광안내소,여관,모험시설+간이수영장+썰매장,목재체험장+조경휴게지+구연서원+요수정+원각사+야외공연장+야영장+오토캠핑장,,자연취락용지+현수교,1986-08-20,10000,483,"거창군 위천면 황산리에 있는 영남 제일의 동천(洞天: 산천으로 둘러싸인 경치 좋은 곳)으로 알려진 ‘안의삼동(安義三洞)’ 중 하나로 원학동 계곡 한가운데 넓은 화강암 암반으로 이루어진 계곡이다. 이곳은 암반 위를 흐르는 계류와 숲이 어우러져 빼어난 자연경관을 이루고 있어 2008년에 명승 제53호로 지정[네이버 지식백과] 거창 수승대 [居昌搜勝臺] (한국민족문화대백과, 한국학중앙연구원)",055-940-8532,경상남도 거창군청,2023-09-26,5470000,경상남도 거창군
가조온천,관광지,경상남도 거창군 가조면 온천길161,경상남도 거창군 가조면 일부리 1301,35.69875771,128.0231044,230673.6,관리사무소+주차장+공원,여관,테니스장+종합위락센터,온천장+공원,,녹지+하천,1992-02-11,6100,168,"온천수  - 수질 : 26.5℃ / PH 9.7(국내 최고의 강 알칼리성 수질)      ▶ 류머티즘, 알레르기성 피부염 등에 탁월한 효과",055-940-3443,경상남도 거창군청,2023-09-26,5470000,경상남도 거창군
김포평화누리길 1코스,관광지,,경기도 김포시 대곶면 대명리 561(대명항),37.6535376,126.5533799,15000,대곶면행정복지센터,"약암홍염천 관광호텔, 덕포진 누리마을 캠핑장",,"김포 함상공원, 덕포진",,김포시 관광안내소,2010-01-01,3514,0,"김포 평화누리길은 대명항에서 시작하여 문수산, 애기봉 입구를 지나 전류리포구까지 3코스(총39km)로 나뉘어 조성되어 있다.",031-980-5108,경기도 김포시청,2023-09-19,4090000,경기도 김포시
김포평화누리길 2코스,관광지,,경기도 김포시 월곶면 성동리 산49(문수산성),37.73869766,126.5484911,15000,월곶면행정복지센터,평화의 길 거점센터(조강1리 다목적회관),,"문수산성, 애긱봉",,,2010-01-01,3514,0,"김포 평화누리길은 대명항에서 시작하여 문수산, 애기봉 입구를 지나 전류리포구까지 3코스(총39km)로 나뉘어 조성되어 있다.",031-980-5108,경기도 김포시청,2023-09-19,4090000,경기도 김포시
김포평화누리길 3코스,관광지,,경기도 김포시 하성면 전류리 43-4(전류리 포구),37.70077831,126.6622045,15000,하성면행정복지센터,,,전류리 포구,,,2010-01-01,3514,0,"김포 평화누리길은 대명항에서 시작하여 문수산, 애기봉 입구를 지나 전류리포구까지 3코스(총39km)로 나뉘어 조성되어 있다.",031-980-5108,경기도 김포시청,2023-09-19,4090000,경기도 김포시
김포 장릉,관광지,경기도 김포시 장릉로 79(풍무동),경기도 김포시 풍무동 666-1,37.6107519,126.7126583,24070,"풍무동 주민센터,풍무동 홈플러스",장기동 아리수호텔,,,,,1970-05-26,300,70,유네스코 세계문화유산으로 등재된 장릉(사적 제202호)은 조선 16대  인조대왕의 생부인 원종과 부인 인헌왕후 구씨를 모신 곳이다. 능 주위가 공원으로 꾸며져 있다.,031-984-2897,문화재청 장릉관리소,2023-09-19,4090000,경기도 김포시
애기봉 평화생태공원,관광지,경기도 김포시 월곶면 평화공원로 289,경기도 김포시 월곶면 조강리 1-9,37.75316598,126.5942484,49500,월곶면사무소,"김포캠핑파크, DMZ평화의 길 거점센터",,"월곶생활문화센터, 김포평화문화관, 김포국제조각공원",,,1966-01-01,500,56,병자호란 때 끌려간 평안감사를 그리워하다 죽은 애기의 한이 강 하나를 사이에 두고 오가지 못하는 이산가족의 한과 같다고 하여 애기봉이라 명명한 곳으로 우리나라에서 북한을 제일 가까이에서 볼 수 있다.,031-989-6034,김포문화재단,2023-09-19,4090000,경기도 김포시
